id,abbreviation,assists,blocks,defensive_rebounds,field_goal_attempts,field_goal_percentage,field_goals,free_throw_attempts,free_throw_percentage,free_throws,games_played,minutes_played,name,offensive_rebounds,opp_assists,opp_blocks,opp_defensive_rebounds,opp_field_goal_attempts,opp_field_goal_percentage,opp_field_goals,opp_free_throw_attempts,opp_free_throw_percentage,opp_free_throws,opp_offensive_rebounds,opp_personal_fouls,opp_points,opp_steals,opp_three_point_field_goal_attempts,opp_three_point_field_goal_percentage,opp_three_point_field_goals,opp_total_rebounds,opp_turnovers,opp_two_point_field_goal_attempts,opp_two_point_field_goal_percentage,opp_two_point_field_goals,personal_fouls,points,rank,steals,three_point_field_goal_attempts,three_point_field_goal_percentage,three_point_field_goals,total_rebounds,turnovers,two_point_field_goal_attempts,two_point_field_goal_percentage,two_point_field_goals,year,wins,games,playoff_wins,playoff_games
UTA 2004,UTA,1671,494,2272,6172,0.436,2690,2196,0.746,1639,82,19780,Utah Jazz,1103,1528,530,2131,5879,0.432,2541,2431,0.771,1874,868,1999,7371,666,1209,0.343,415,2999,1262,4670,0.455,2126,2096,7271,27,583,786,0.321,252,3375,1365,5386,0.453,2438,2004,42,82,0,0
PHI 2004,PHI,1640,358,2408,6260,0.428,2682,2009,0.753,1512,82,19855,Philadelphia 76ers,941,1747,463,2398,6369,0.432,2751,1982,0.744,1474,996,1757,7419,678,1329,0.333,443,3394,1245,5040,0.458,2308,1701,7215,28,654,992,0.342,339,3349,1307,5268,0.445,2343,2004,33,82,0,0
TOR 2004,TOR,1574,402,2419,6348,0.418,2654,1650,0.75,1237,82,19980,Toronto Raptors,830,1518,333,2662,6365,0.428,2722,2055,0.747,1536,1034,1619,7253,590,889,0.307,273,3696,1196,5476,0.447,2449,1748,7006,29,604,1294,0.356,461,3249,1164,5054,0.434,2193,2004,33,82,0,0
DAL 2003,DAL,1837,449,2544,6982,0.453,3161,1793,0.829,1486,82,19780,Dallas Mavericks,912,1781,322,2682,6687,0.438,2926,2032,0.727,1477,1045,1746,7806,547,1401,0.34,477,3727,1316,5286,0.463,2449,1730,8444,1,665,1668,0.381,636,3456,949,5314,0.475,2525,2003,60,82,10,20
GSW 2003,GSW,1712,506,2546,6941,0.441,3061,2382,0.778,1853,82,19755,Golden State Warriors,1284,1934,491,2388,7175,0.452,3240,2084,0.756,1575,1204,1936,8493,710,1177,0.372,438,3592,1121,5998,0.467,2802,1786,8400,2,594,1235,0.344,425,3830,1295,5706,0.462,2636,2003,38,82,0,0
SAC 2003,SAC,2034,457,2751,6990,0.464,3242,1832,0.746,1367,82,19830,Sacramento Kings,900,1759,356,2614,7125,0.42,2991,1962,0.741,1454,1145,1635,7809,684,1166,0.32,373,3759,1262,5959,0.439,2618,1666,8342,3,736,1288,0.381,491,3651,1192,5702,0.482,2751,2003,59,82,7,12
LAL 2003,LAL,1909,470,2554,6856,0.451,3091,2129,0.734,1562,82,19930,Los Angeles Lakers,1078,1753,311,2495,6725,0.443,2976,2133,0.76,1622,957,1916,8039,644,1223,0.38,465,3452,1190,5502,0.456,2511,1874,8230,4,639,1367,0.356,486,3632,1192,5489,0.475,2605,2003,50,82,6,12
MIL 2003,MIL,1823,344,2367,6670,0.457,3045,1911,0.776,1483,82,19905,Milwaukee Bucks,876,1892,333,2541,6642,0.458,3043,2114,0.745,1574,1021,1685,8139,543,1278,0.375,479,3562,1182,5364,0.478,2564,1820,8158,5,622,1526,0.383,585,3243,1044,5144,0.478,2460,2003,42,82,2,6
ORL 2003,ORL,1676,300,2392,6763,0.436,2947,2079,0.777,1616,82,19805,Orlando Magic,958,1837,411,2596,6602,0.455,3007,2150,0.767,1648,970,1823,8067,643,1211,0.334,405,3566,1341,5391,0.483,2602,1888,8078,6,696,1590,0.357,568,3350,1177,5173,0.46,2379,2003,42,82,3,7
MIN 2003,MIN,2070,433,2614,6809,0.466,3172,1826,0.77,1406,82,19805,Minnesota Timberwolves,959,1871,405,2444,6873,0.437,3005,1853,0.752,1394,974,1686,7876,571,1362,0.347,472,3418,1116,5511,0.46,2533,1704,8046,7,553,804,0.368,296,3573,1124,6005,0.479,2876,2003,51,82,2,6
MEM 2003,MEM,1892,500,2466,6743,0.452,3049,1936,0.739,1430,82,19930,Memphis Grizzlies,943,1991,430,2555,7008,0.46,3224,1819,0.759,1381,1126,1782,8260,714,1188,0.363,431,3681,1213,5820,0.48,2793,1678,7995,8,651,1279,0.365,467,3409,1262,5464,0.473,2582,2003,28,82,0,0
PHI 2003,PHI,1771,284,2415,6640,0.448,2975,2253,0.775,1746,82,19855,Philadelphia 76ers,1042,1809,521,2400,6363,0.452,2876,2035,0.76,1547,908,1885,7752,639,1278,0.354,453,3308,1405,5085,0.476,2423,1804,7941,9,844,787,0.311,245,3457,1212,5853,0.466,2730,2003,48,82,6,12
IND 2003,IND,1910,443,2622,6608,0.441,2911,2271,0.766,1739,82,19905,Indiana Pacers,1004,1696,513,2458,6690,0.428,2860,1992,0.767,1527,1006,1923,7654,620,1197,0.34,407,3464,1258,5493,0.447,2453,1811,7940,10,696,1119,0.339,379,3626,1210,5489,0.461,2532,2003,48,82,2,6
NYK 2003,NYK,1800,255,2376,6725,0.441,2967,1620,0.815,1320,82,19855,New York Knicks,842,1732,308,2613,6478,0.457,2961,2193,0.771,1691,935,1631,7971,627,1053,0.34,358,3548,1179,5425,0.48,2603,1888,7860,11,579,1582,0.383,606,3218,1149,5143,0.459,2361,2003,37,82,0,0
SAS 2003,SAS,1636,529,2556,6297,0.462,2908,2194,0.725,1591,82,19830,San Antonio Spurs,939,1559,422,2322,6703,0.427,2862,1737,0.768,1334,1029,1915,7412,665,1043,0.339,354,3351,1231,5660,0.443,2508,1672,7856,12,629,1270,0.354,449,3495,1295,5027,0.489,2459,2003,60,82,16,24
PHO 2003,PHO,1719,404,2440,6776,0.443,3005,1928,0.742,1430,82,19805,Phoenix Suns,1049,1824,453,2487,6658,0.438,2913,1932,0.766,1479,1031,1763,7741,639,1361,0.32,436,3518,1309,5297,0.468,2477,1801,7834,13,665,1149,0.343,394,3489,1208,5627,0.464,2611,2003,44,82,2,6
NJN 2003,NJN,1887,374,2528,6585,0.441,2906,2195,0.757,1662,82,19755,New Jersey Nets,991,1607,423,2461,6461,0.427,2757,1941,0.749,1453,932,1880,7392,693,1185,0.359,425,3393,1358,5276,0.442,2332,1772,7820,14,717,1041,0.332,346,3519,1212,5544,0.462,2560,2003,49,82,14,20
POR 2003,POR,1860,316,2378,6491,0.46,2987,1947,0.745,1450,82,19855,Portland Trail Blazers,992,1863,391,2292,6540,0.45,2942,1659,0.764,1267,912,1670,7589,683,1285,0.341,438,3204,1270,5255,0.476,2504,1634,7803,15,725,1150,0.33,379,3370,1248,5341,0.488,2608,2003,50,82,3,7
CHI 2003,CHI,1782,461,2541,6714,0.445,2991,2014,0.722,1455,82,19930,Chicago Bulls,985,1949,413,2572,6817,0.439,2991,2394,0.749,1794,1117,1796,8207,768,1333,0.323,431,3689,1208,5484,0.467,2560,2028,7786,16,605,997,0.35,349,3526,1388,5717,0.462,2642,2003,30,82,0,0
UTA 2003,UTA,2103,467,2381,6189,0.468,2894,2349,0.745,1750,82,19780,Utah Jazz,1021,1601,427,2120,6346,0.434,2751,2143,0.759,1627,1011,1950,7566,723,1252,0.349,437,3131,1305,5094,0.454,2314,1837,7762,17,708,641,0.349,224,3402,1374,5548,0.481,2670,2003,47,82,1,5
ATL 2003,ATL,1679,473,2558,6434,0.444,2859,2011,0.793,1594,82,19905,Atlanta Hawks,937,1771,409,2420,6907,0.437,3015,2013,0.76,1530,1073,1668,8006,738,1243,0.359,446,3493,1068,5664,0.454,2569,1783,7714,18,611,1141,0.352,402,3495,1367,5293,0.464,2457,2003,35,82,0,0
NOH 2003,NOH,1807,394,2475,6695,0.435,2914,1910,0.768,1467,82,19905,New Orleans Hornets,1097,1630,427,2368,6518,0.438,2857,1925,0.766,1474,909,1754,7526,647,1001,0.338,338,3277,1196,5517,0.457,2519,1769,7699,19,656,1075,0.376,404,3572,1212,5620,0.447,2510,2003,47,82,2,6
LAC 2003,LAC,1605,461,2462,6490,0.437,2835,2177,0.75,1633,82,19755,Los Angeles Clippers,1008,1840,418,2460,6787,0.447,3035,1946,0.774,1507,1046,1844,8031,652,1244,0.365,454,3506,1152,5543,0.466,2581,1784,7693,20,574,1178,0.331,390,3470,1291,5312,0.46,2445,2003,27,82,0,0
HOU 2003,HOU,1506,493,2564,6461,0.44,2840,2044,0.768,1569,82,19930,Houston Rockets,1024,1683,381,2353,6681,0.433,2891,1805,0.775,1399,979,1794,7567,663,1113,0.347,386,3332,1082,5568,0.45,2505,1602,7688,21,594,1267,0.346,439,3588,1276,5194,0.462,2401,2003,43,82,0,0
BOS 2003,BOS,1575,303,2471,6509,0.415,2700,1994,0.742,1480,82,19830,Boston Celtics,849,1824,367,2750,6450,0.435,2804,2084,0.749,1560,937,1798,7631,617,1400,0.331,463,3687,1315,5050,0.464,2341,1758,7599,22,720,2155,0.334,719,3320,1147,4354,0.455,1981,2003,44,82,4,10
SEA 2003,SEA,1775,295,2385,6599,0.437,2887,1780,0.744,1325,82,19855,Seattle SuperSonics,963,1703,409,2462,6424,0.447,2871,1821,0.742,1351,938,1671,7565,500,1371,0.344,472,3400,1209,5053,0.475,2399,1712,7555,23,679,1291,0.353,456,3348,1085,5308,0.458,2431,2003,40,82,0,0
